ticket_id,customer_id,created_at,subject,body_text,category
TCKT02609,CUST004625,2026-04-27 01:56:00,Can't log into my account,I've reset my password three times and still can't log in. I never receive the verification code by text or email. This has been happening for 14 days now and it's frustrating. It says my credentials are invalid even though I just reset them.,login_issue
TCKT02610,CUST003834,2026-04-27 02:22:06,Suspicious charges I did not make,Please investigate this and issue a new card right away. I did not authorize this transaction and want it reversed. There's a charge of $556.5 at Chambers-Davis that I never made.,fraud_report
TCKT02611,CUST000034,2026-04-27 18:03:56,My healthcare payment keeps failing,This is the second time a transfer purchase has failed this month. I tried to pay Hart-Myers for $541.97 and the transaction was declined.,failed_transaction
TCKT02612,CUST004948,2026-04-28 00:01:58,Unauthorized transaction on my account,"This looks like classic card-testing fraud, several tiny charges in a row. There's a charge of $380.29 at Watts-Austin that I never made.",fraud_report
TCKT02613,CUST004386,2026-04-28 03:01:37,Account frozen without explanation,I can't withdraw or transfer any funds right now. I submitted my ID for verification 14 days ago and heard nothing back. Please tell me what documents you still need from me. I rely on this account for daily expenses and need access restored.,account_access
TCKT02614,CUST000522,2026-04-28 14:51:44,Great experience with your app,The new budgeting feature in the app is genuinely useful. The app redesign is clean and much easier to navigate.,positive_feedback
TCKT02615,CUST000076,2026-04-28 17:05:54,Question about account types,Can you explain the difference between the Basic and Premium account tiers? Where can I download a statement from last 6 days? Just have a quick question about how transfers are processed.,general_inquiry
TCKT02616,CUST002133,2026-04-28 21:44:18,Someone used my account without permission,"I did not authorize this transaction and want it reversed. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT02617,CUST000788,2026-04-28 22:10:11,App keeps logging me out,It says my credentials are invalid even though I just reset them. This has been happening for 8 days now and it's frustrating.,login_issue
TCKT02618,CUST000062,2026-04-29 00:39:32,Unauthorized transaction on my account,"My card must have been compromised, please freeze my account immediately. Please investigate this and issue a new card right away. I noticed several small unauthorized charges over the past 7 days.",fraud_report
TCKT02619,CUST001025,2026-04-29 02:22:34,Really happy with the new features,"Your support agent resolved my issue in minutes, really appreciated it. Just wanted to recognize your team for great service this week.",positive_feedback
TCKT02620,CUST004919,2026-04-29 07:55:55,Too many hidden fees,This is the third fee I've been charged this year that surprised me. This overdraft fee seems unfair given my account history. Nobody told me the monthly maintenance fee was going up. I was charged a $197.27 fee I don't understand.,fee_complaint
TCKT02621,CUST000589,2026-04-29 11:20:08,Can't log into my account,The mobile app crashes every time I try to sign in. It says my credentials are invalid even though I just reset them.,login_issue
TCKT02622,CUST004759,2026-04-29 13:17:57,My transfer payment keeps failing,"I tried to pay Cooper, Jacobs and Gonzalez for $352.28 and the transaction was declined. I need this resolved quickly because the merchant is threatening to cancel my order. The transaction error code didn't explain what actually went wrong.",failed_transaction
TCKT02623,CUST004450,2026-04-29 18:30:08,Really happy with the new features,Just wanted to recognize your team for great service this week. The new budgeting feature in the app is genuinely useful. Thank you for being transparent about the recent fee changes.,positive_feedback
TCKT02624,CUST004700,2026-04-30 02:14:19,Transaction failed but money was taken,Please refund the pending hold from the failed charge. The transaction error code didn't explain what actually went wrong.,failed_transaction
TCKT02625,CUST000707,2026-04-30 02:51:24,Unexpected fee on my statement,I was charged a $29.05 fee I don't understand. Nobody told me the monthly maintenance fee was going up. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT02626,CUST000222,2026-04-30 03:06:38,General question about your services,Just have a quick question about how transfers are processed. Do you offer joint accounts for utilities purposes?,general_inquiry
TCKT02627,CUST004550,2026-04-30 12:38:59,Been on hold for over an hour,"I've called twice and been on hold for over 40 minutes each time. I opened this ticket 4 days ago and still have no response. Please escalate this, I've already followed up twice.",slow_support
TCKT02628,CUST003509,2026-04-30 19:17:59,Two-factor code never arrives,This has been happening for 4 days now and it's frustrating. I've reset my password three times and still can't log in. The mobile app crashes every time I try to sign in. It says my credentials are invalid even though I just reset them.,login_issue
TCKT02629,CUST002704,2026-04-30 21:19:24,Dispute a service charge,This is the third fee I've been charged this year that surprised me. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT02630,CUST002674,2026-04-30 23:06:25,Great experience with your app,Thank you for being transparent about the recent fee changes. The app redesign is clean and much easier to navigate. Switching to this bank was one of the best financial decisions I've made.,positive_feedback
TCKT02631,CUST000718,2026-05-01 04:48:26,No response to my ticket in a week,"Your chat support disconnected me before resolving my issue. I just want an update, even if the answer is 'still working on it'. I opened this ticket 5 days ago and still have no response.",slow_support
TCKT02632,CUST003989,2026-05-01 09:46:37,Monthly fee increased without notice,This is the third fee I've been charged this year that surprised me. I was charged a $525.49 fee I don't understand. Nobody told me the monthly maintenance fee was going up. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT02633,CUST001006,2026-05-01 14:40:57,"Failed transaction, need urgent help",This is the second time a subscription purchase has failed this month. I need this resolved quickly because the merchant is threatening to cancel my order. My card was declined even though I have sufficient balance.,failed_transaction
TCKT02634,CUST003431,2026-05-02 00:24:45,Transaction failed but money was taken,My card was declined even though I have sufficient balance. This is the second time a utilities purchase has failed this month.,failed_transaction
TCKT02635,CUST000646,2026-05-02 01:27:25,General question about your services,Just have a quick question about how transfers are processed. What's the current interest rate on savings accounts? Do you offer joint accounts for retail purposes?,general_inquiry
TCKT02636,CUST003118,2026-05-02 04:32:36,Two-factor code never arrives,I never receive the verification code by text or email. Can someone manually reset my login so I can access my account?,login_issue
TCKT02637,CUST003566,2026-05-02 12:48:03,No response to my ticket in a week,"I've called twice and been on hold for over 40 minutes each time. Please escalate this, I've already followed up twice. I just want an update, even if the answer is 'still working on it'.",slow_support
TCKT02638,CUST003317,2026-05-02 17:54:15,Payment declined for no reason,"I need this resolved quickly because the merchant is threatening to cancel my order. Please refund the pending hold from the failed charge. The payment failed but the funds still show as pending on my account. I tried to pay Bennett, Ford and Sanchez for $476.23 and the transaction was declined.",failed_transaction
TCKT02639,CUST000560,2026-05-03 02:38:19,Suspicious charges I did not make,"This looks like classic card-testing fraud, several tiny charges in a row. I noticed several small unauthorized charges over the past 11 days. I did not authorize this transaction and want it reversed.",fraud_report
TCKT02640,CUST003175,2026-05-03 03:22:30,Payment declined for no reason,My card was declined even though I have sufficient balance. This is the second time a utilities purchase has failed this month.,failed_transaction
TCKT02641,CUST003034,2026-05-03 12:20:49,Monthly fee increased without notice,This overdraft fee seems unfair given my account history. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT02642,CUST002127,2026-05-03 12:53:15,Can't log into my account,I've reset my password three times and still can't log in. It says my credentials are invalid even though I just reset them.,login_issue
TCKT02643,CUST000889,2026-05-03 18:28:11,Great experience with your app,"Thank you for being transparent about the recent fee changes. Just wanted to recognize your team for great service this week. Your support agent resolved my issue in minutes, really appreciated it. Switching to this bank was one of the best financial decisions I've made.",positive_feedback
TCKT02644,CUST001180,2026-05-03 19:18:24,Locked out of online banking,This has been happening for 14 days now and it's frustrating. Can someone manually reset my login so I can access my account? I've reset my password three times and still can't log in.,login_issue
TCKT02645,CUST000072,2026-05-03 21:47:54,Locked out of online banking,I've reset my password three times and still can't log in. Can someone manually reset my login so I can access my account? The mobile app crashes every time I try to sign in. This has been happening for 13 days now and it's frustrating.,login_issue
TCKT02646,CUST004833,2026-05-04 03:50:06,Two-factor code never arrives,The mobile app crashes every time I try to sign in. I've reset my password three times and still can't log in. Can someone manually reset my login so I can access my account?,login_issue
TCKT02647,CUST004015,2026-05-04 09:12:33,Great experience with your app,"Your support agent resolved my issue in minutes, really appreciated it. The app redesign is clean and much easier to navigate.",positive_feedback
TCKT02648,CUST003221,2026-05-04 12:24:12,Why was I charged an overdraft fee,I was charged a $116.66 fee I don't understand. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT02649,CUST002099,2026-05-04 18:42:57,Suspicious charges I did not make,"Please investigate this and issue a new card right away. My card must have been compromised, please freeze my account immediately. This looks like classic card-testing fraud, several tiny charges in a row. There's a charge of $514.43 at Potts-Espinoza that I never made.",fraud_report
TCKT02650,CUST001347,2026-05-05 04:00:47,I think my card was compromised,I did not authorize this transaction and want it reversed. I noticed several small unauthorized charges over the past 11 days. Please investigate this and issue a new card right away.,fraud_report
TCKT02651,CUST001777,2026-05-05 22:23:33,"Charge did not go through at Holmes, Stewart and Smith",My card was declined even though I have sufficient balance. The transaction error code didn't explain what actually went wrong. I tried to pay Ruiz-Austin for $602.4 and the transaction was declined. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT02652,CUST002940,2026-05-06 04:23:12,Question about account types,Where can I download a statement from last 11 days? How do I update my mailing address on file? What's the current interest rate on savings accounts? Can you explain the difference between the Basic and Premium account tiers?,general_inquiry
TCKT02653,CUST000327,2026-05-06 08:34:03,"Account under review, need status update",My account has been frozen and nobody has explained why. I submitted my ID for verification 9 days ago and heard nothing back. I can't withdraw or transfer any funds right now. Please tell me what documents you still need from me.,account_access
TCKT02654,CUST002651,2026-05-06 12:42:08,Too many hidden fees,This is the third fee I've been charged this year that surprised me. I was charged a $529.43 fee I don't understand. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT02655,CUST000551,2026-05-06 15:42:09,"Charge did not go through at Hensley, Hayden and Wright",My card was declined even though I have sufficient balance. The transaction error code didn't explain what actually went wrong. This is the second time a entertainment purchase has failed this month.,failed_transaction
TCKT02656,CUST003237,2026-05-06 15:58:30,"Failed transaction, need urgent help",I need this resolved quickly because the merchant is threatening to cancel my order. The transaction error code didn't explain what actually went wrong. This is the second time a healthcare purchase has failed this month.,failed_transaction
TCKT02657,CUST001847,2026-05-06 16:38:59,Unexpected fee on my statement,I was charged a $265.4 fee I don't understand. This overdraft fee seems unfair given my account history. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT02658,CUST004840,2026-05-06 18:18:19,Account frozen without explanation,I submitted my ID for verification 5 days ago and heard nothing back. Please tell me what documents you still need from me. This review process is taking way too long for a routine check. My account has been frozen and nobody has explained why.,account_access
TCKT02659,CUST001415,2026-05-06 20:42:21,Locked out of online banking,The mobile app crashes every time I try to sign in. It says my credentials are invalid even though I just reset them. I never receive the verification code by text or email. I've reset my password three times and still can't log in.,login_issue
TCKT02660,CUST003636,2026-05-07 08:01:28,Been on hold for over an hour,"Please escalate this, I've already followed up twice. This is taking far too long to resolve for a simple issue.",slow_support
TCKT02661,CUST004536,2026-05-07 11:52:18,Thank you to your support team,Switching to this bank was one of the best financial decisions I've made. Just wanted to recognize your team for great service this week.,positive_feedback
TCKT02662,CUST001177,2026-05-07 12:54:20,Password reset link not working,I never receive the verification code by text or email. Can someone manually reset my login so I can access my account?,login_issue
TCKT02663,CUST004422,2026-05-07 20:56:47,Payment declined for no reason,I tried to pay White-Ramos for $376.51 and the transaction was declined. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT02664,CUST004809,2026-05-08 02:05:26,Transaction failed but money was taken,This is the second time a other purchase has failed this month. Please refund the pending hold from the failed charge.,failed_transaction
TCKT02665,CUST003086,2026-05-08 02:09:19,Thank you to your support team,"Thank you for being transparent about the recent fee changes. The new budgeting feature in the app is genuinely useful. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT02666,CUST003493,2026-05-08 17:42:09,App keeps logging me out,The mobile app crashes every time I try to sign in. This has been happening for 8 days now and it's frustrating. Can someone manually reset my login so I can access my account?,login_issue
TCKT02667,CUST000913,2026-05-08 23:54:12,Locked out of online banking,The mobile app crashes every time I try to sign in. This has been happening for 3 days now and it's frustrating.,login_issue
TCKT02668,CUST003429,2026-05-09 16:29:14,"Failed transaction, need urgent help",Please refund the pending hold from the failed charge. The transaction error code didn't explain what actually went wrong. I need this resolved quickly because the merchant is threatening to cancel my order. My card was declined even though I have sufficient balance.,failed_transaction
TCKT02669,CUST004074,2026-05-09 19:56:23,Asking about interest rates,Do you offer joint accounts for dining purposes? Just have a quick question about how transfers are processed.,general_inquiry
TCKT02670,CUST000868,2026-05-09 23:17:31,Payment declined for no reason,My card was declined even though I have sufficient balance. The transaction error code didn't explain what actually went wrong. Please refund the pending hold from the failed charge. This is the second time a utilities purchase has failed this month.,failed_transaction
TCKT02671,CUST000838,2026-05-10 00:14:25,Password reset link not working,It says my credentials are invalid even though I just reset them. I never receive the verification code by text or email.,login_issue
TCKT02672,CUST000304,2026-05-10 00:25:40,App keeps logging me out,This has been happening for 6 days now and it's frustrating. Can someone manually reset my login so I can access my account?,login_issue
TCKT02673,CUST002463,2026-05-10 08:58:05,Monthly fee increased without notice,I was charged a $296.47 fee I don't understand. I want this fee reversed or a clear explanation of why it was charged. Nobody told me the monthly maintenance fee was going up. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT02674,CUST002611,2026-05-11 05:19:03,Excellent service this week,Switching to this bank was one of the best financial decisions I've made. The app redesign is clean and much easier to navigate. Thank you for being transparent about the recent fee changes.,positive_feedback
TCKT02675,CUST004877,2026-05-11 05:19:40,Really happy with the new features,"Switching to this bank was one of the best financial decisions I've made. Just wanted to recognize your team for great service this week. The new budgeting feature in the app is genuinely useful. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT02676,CUST000839,2026-05-11 18:54:41,Asking about interest rates,Do you offer joint accounts for transfer purposes? How do I update my mailing address on file? Where can I download a statement from last 3 days? Just have a quick question about how transfers are processed.,general_inquiry
TCKT02677,CUST000794,2026-05-11 19:37:36,Password reset link not working,It says my credentials are invalid even though I just reset them. I never receive the verification code by text or email. This has been happening for 7 days now and it's frustrating. I've reset my password three times and still can't log in.,login_issue
TCKT02678,CUST004866,2026-05-11 22:34:57,Can't access funds in my account,I submitted my ID for verification 7 days ago and heard nothing back. I rely on this account for daily expenses and need access restored. I can't withdraw or transfer any funds right now. Please tell me what documents you still need from me.,account_access
TCKT02679,CUST002676,2026-05-11 23:28:08,Unexpected fee on my statement,This overdraft fee seems unfair given my account history. Your fee schedule isn't clearly disclosed anywhere in the app. I want this fee reversed or a clear explanation of why it was charged. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT02680,CUST003759,2026-05-11 23:40:32,Been on hold for over an hour,"I just want an update, even if the answer is 'still working on it'. This is taking far too long to resolve for a simple issue.",slow_support
TCKT02681,CUST001303,2026-05-12 05:03:26,Can't log into my account,It says my credentials are invalid even though I just reset them. Can someone manually reset my login so I can access my account? This has been happening for 2 days now and it's frustrating. I've reset my password three times and still can't log in.,login_issue
TCKT02682,CUST004856,2026-05-12 12:24:35,Really happy with the new features,Switching to this bank was one of the best financial decisions I've made. The app redesign is clean and much easier to navigate. The new budgeting feature in the app is genuinely useful.,positive_feedback
TCKT02683,CUST002096,2026-05-12 17:40:03,No response to my ticket in a week,"I just want an update, even if the answer is 'still working on it'. This is taking far too long to resolve for a simple issue.",slow_support
TCKT02684,CUST002749,2026-05-12 19:31:51,Great experience with your app,Just wanted to recognize your team for great service this week. The app redesign is clean and much easier to navigate. The new budgeting feature in the app is genuinely useful.,positive_feedback
TCKT02685,CUST003712,2026-05-13 04:08:48,Charge did not go through at Hill-Wood,The payment failed but the funds still show as pending on my account. Please refund the pending hold from the failed charge.,failed_transaction
TCKT02686,CUST004605,2026-05-13 11:08:05,Really happy with the new features,Just wanted to recognize your team for great service this week. Thank you for being transparent about the recent fee changes.,positive_feedback
TCKT02687,CUST000894,2026-05-13 19:18:33,Monthly fee increased without notice,I was charged a $59.54 fee I don't understand. Your fee schedule isn't clearly disclosed anywhere in the app. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT02688,CUST002797,2026-05-13 20:19:17,Question about account types,Just have a quick question about how transfers are processed. Do you offer joint accounts for subscription purposes? Can you explain the difference between the Basic and Premium account tiers? Where can I download a statement from last 3 days?,general_inquiry
TCKT02689,CUST003715,2026-05-14 00:12:24,Great experience with your app,The new budgeting feature in the app is genuinely useful. Thank you for being transparent about the recent fee changes. Just wanted to recognize your team for great service this week. The app redesign is clean and much easier to navigate.,positive_feedback
TCKT02690,CUST002538,2026-05-14 04:18:24,Two-factor code never arrives,This has been happening for 9 days now and it's frustrating. I never receive the verification code by text or email.,login_issue
TCKT02691,CUST002154,2026-05-14 06:07:19,Unexpected fee on my statement,I want this fee reversed or a clear explanation of why it was charged. Nobody told me the monthly maintenance fee was going up. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT02692,CUST000268,2026-05-14 11:38:06,Request to unlock my account,This review process is taking way too long for a routine check. I can't withdraw or transfer any funds right now. My account has been frozen and nobody has explained why.,account_access
TCKT02693,CUST000227,2026-05-14 22:09:09,Request to unlock my account,I rely on this account for daily expenses and need access restored. Please tell me what documents you still need from me. I submitted my ID for verification 10 days ago and heard nothing back. This review process is taking way too long for a routine check.,account_access
TCKT02694,CUST001587,2026-05-14 23:37:44,Transaction failed but money was taken,"This is the second time a entertainment purchase has failed this month. I tried to pay Santos, Huang and Woods for $411.63 and the transaction was declined. Please refund the pending hold from the failed charge.",failed_transaction
TCKT02695,CUST001157,2026-05-15 00:55:35,Need to verify my identity again,I submitted my ID for verification 2 days ago and heard nothing back. This review process is taking way too long for a routine check. I can't withdraw or transfer any funds right now. I rely on this account for daily expenses and need access restored.,account_access
TCKT02696,CUST003307,2026-05-15 06:58:04,Two-factor code never arrives,This has been happening for 4 days now and it's frustrating. Can someone manually reset my login so I can access my account? I never receive the verification code by text or email.,login_issue
TCKT02697,CUST000483,2026-05-15 17:20:55,Too many hidden fees,This is the third fee I've been charged this year that surprised me. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT02698,CUST003116,2026-05-15 18:03:56,How do I update my address,Just have a quick question about how transfers are processed. Where can I download a statement from last 11 days? Can you explain the difference between the Basic and Premium account tiers?,general_inquiry
TCKT02699,CUST001576,2026-05-15 20:02:04,Monthly fee increased without notice,This is the third fee I've been charged this year that surprised me. Nobody told me the monthly maintenance fee was going up.,fee_complaint
TCKT02700,CUST003463,2026-05-16 08:36:23,Monthly fee increased without notice,I was charged a $60.91 fee I don't understand. This overdraft fee seems unfair given my account history. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT02701,CUST000489,2026-05-16 16:41:11,Excellent service this week,Just wanted to recognize your team for great service this week. Thank you for being transparent about the recent fee changes.,positive_feedback
TCKT02702,CUST000962,2026-05-17 02:04:45,Can't log into my account,Can someone manually reset my login so I can access my account? This has been happening for 5 days now and it's frustrating.,login_issue
TCKT02703,CUST003572,2026-05-17 15:34:31,Great experience with your app,"Switching to this bank was one of the best financial decisions I've made. Thank you for being transparent about the recent fee changes. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT02704,CUST002863,2026-05-17 16:11:31,Asking about interest rates,Just have a quick question about how transfers are processed. How do I update my mailing address on file?,general_inquiry
TCKT02705,CUST001147,2026-05-17 19:17:41,Following up again on an open case,This is taking far too long to resolve for a simple issue. I've called twice and been on hold for over 40 minutes each time. I opened this ticket 8 days ago and still have no response.,slow_support
TCKT02706,CUST000951,2026-05-17 23:27:36,Thank you to your support team,The new budgeting feature in the app is genuinely useful. Just wanted to recognize your team for great service this week. The app redesign is clean and much easier to navigate.,positive_feedback
TCKT02707,CUST003965,2026-05-18 03:50:31,Still waiting on a reply from support,"This is taking far too long to resolve for a simple issue. Please escalate this, I've already followed up twice. Your chat support disconnected me before resolving my issue. I just want an update, even if the answer is 'still working on it'.",slow_support
TCKT02708,CUST004843,2026-05-18 04:51:09,Just wanted to say thanks,"Thank you for being transparent about the recent fee changes. Just wanted to recognize your team for great service this week. Your support agent resolved my issue in minutes, really appreciated it. The new budgeting feature in the app is genuinely useful.",positive_feedback
TCKT02709,CUST000748,2026-05-18 13:41:38,I think my card was compromised,"This looks like classic card-testing fraud, several tiny charges in a row. There's a charge of $589.21 at Williams LLC that I never made. Please investigate this and issue a new card right away.",fraud_report
TCKT02710,CUST000606,2026-05-18 14:08:32,Payment declined for no reason,This is the second time a utilities purchase has failed this month. I tried to pay Glover-Shaw for $177.31 and the transaction was declined.,failed_transaction
TCKT02711,CUST003935,2026-05-18 17:38:13,Support is way too slow,"I've called twice and been on hold for over 40 minutes each time. I opened this ticket 9 days ago and still have no response. Please escalate this, I've already followed up twice.",slow_support
TCKT02712,CUST004468,2026-05-18 19:21:07,Dispute a service charge,Your fee schedule isn't clearly disclosed anywhere in the app. I was charged a $25.27 fee I don't understand. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT02713,CUST003540,2026-05-18 22:59:26,Two-factor code never arrives,I've reset my password three times and still can't log in. The mobile app crashes every time I try to sign in. I never receive the verification code by text or email.,login_issue
TCKT02714,CUST003388,2026-05-19 14:27:56,Really happy with the new features,Thank you for being transparent about the recent fee changes. The app redesign is clean and much easier to navigate. Just wanted to recognize your team for great service this week.,positive_feedback
TCKT02715,CUST000695,2026-05-19 19:40:11,Two-factor code never arrives,It says my credentials are invalid even though I just reset them. I never receive the verification code by text or email. The mobile app crashes every time I try to sign in.,login_issue
TCKT02716,CUST002464,2026-05-19 21:00:04,Need details on a recent statement,Do you offer joint accounts for entertainment purposes? Just have a quick question about how transfers are processed. What's the current interest rate on savings accounts?,general_inquiry
TCKT02717,CUST001238,2026-05-19 22:18:22,Unauthorized transaction on my account,Please investigate this and issue a new card right away. I noticed several small unauthorized charges over the past 5 days.,fraud_report
TCKT02718,CUST003885,2026-05-20 00:45:38,Request to unlock my account,My account has been frozen and nobody has explained why. Please tell me what documents you still need from me.,account_access
TCKT02719,CUST004906,2026-05-20 08:49:33,Too many hidden fees,This is the third fee I've been charged this year that surprised me. I want this fee reversed or a clear explanation of why it was charged. Nobody told me the monthly maintenance fee was going up. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT02720,CUST002698,2026-05-20 10:22:25,Dispute a service charge,Your fee schedule isn't clearly disclosed anywhere in the app. I want this fee reversed or a clear explanation of why it was charged. I was charged a $120.24 fee I don't understand. Nobody told me the monthly maintenance fee was going up.,fee_complaint
TCKT02721,CUST003412,2026-05-20 14:48:25,Really happy with the new features,The new budgeting feature in the app is genuinely useful. Switching to this bank was one of the best financial decisions I've made.,positive_feedback
TCKT02722,CUST004155,2026-05-20 17:06:19,Just wanted to say thanks,Thank you for being transparent about the recent fee changes. The app redesign is clean and much easier to navigate. The new budgeting feature in the app is genuinely useful.,positive_feedback
TCKT02723,CUST000176,2026-05-20 17:28:37,Unexpected fee on my statement,This overdraft fee seems unfair given my account history. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT02724,CUST004670,2026-05-20 22:55:39,App keeps logging me out,I never receive the verification code by text or email. It says my credentials are invalid even though I just reset them. I've reset my password three times and still can't log in.,login_issue
TCKT02725,CUST004972,2026-05-21 12:22:49,App keeps logging me out,I've reset my password three times and still can't log in. Can someone manually reset my login so I can access my account? The mobile app crashes every time I try to sign in.,login_issue
TCKT02726,CUST003765,2026-05-21 12:45:03,General question about your services,Just have a quick question about how transfers are processed. What's the current interest rate on savings accounts?,general_inquiry
TCKT02727,CUST003797,2026-05-22 10:20:25,Two-factor code never arrives,It says my credentials are invalid even though I just reset them. Can someone manually reset my login so I can access my account?,login_issue
TCKT02728,CUST000823,2026-05-22 10:57:45,"Failed transaction, need urgent help",Please refund the pending hold from the failed charge. I tried to pay Smith-Norman for $415.79 and the transaction was declined.,failed_transaction
TCKT02729,CUST000772,2026-05-22 15:51:25,Great experience with your app,Just wanted to recognize your team for great service this week. The app redesign is clean and much easier to navigate. The new budgeting feature in the app is genuinely useful. Thank you for being transparent about the recent fee changes.,positive_feedback
TCKT02730,CUST002999,2026-05-22 18:06:29,Two-factor code never arrives,I never receive the verification code by text or email. It says my credentials are invalid even though I just reset them.,login_issue
TCKT02731,CUST002099,2026-05-22 21:23:27,Locked out of online banking,I've reset my password three times and still can't log in. It says my credentials are invalid even though I just reset them. The mobile app crashes every time I try to sign in.,login_issue
TCKT02732,CUST001479,2026-05-23 03:39:30,App keeps logging me out,The mobile app crashes every time I try to sign in. Can someone manually reset my login so I can access my account? I never receive the verification code by text or email. I've reset my password three times and still can't log in.,login_issue
TCKT02733,CUST001468,2026-05-23 05:11:52,My travel payment keeps failing,The transaction error code didn't explain what actually went wrong. My card was declined even though I have sufficient balance. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT02734,CUST004890,2026-05-23 09:14:26,"Charge did not go through at Anderson, Thompson and Gill",I need this resolved quickly because the merchant is threatening to cancel my order. My card was declined even though I have sufficient balance. The transaction error code didn't explain what actually went wrong.,failed_transaction
TCKT02735,CUST000694,2026-05-23 12:30:07,Need details on a recent statement,Can you explain the difference between the Basic and Premium account tiers? Where can I download a statement from last 5 days? Just have a quick question about how transfers are processed. What's the current interest rate on savings accounts?,general_inquiry
TCKT02736,CUST003855,2026-05-23 12:57:59,Account frozen without explanation,Please tell me what documents you still need from me. This review process is taking way too long for a routine check. My account has been frozen and nobody has explained why. I submitted my ID for verification 5 days ago and heard nothing back.,account_access
TCKT02737,CUST002252,2026-05-23 19:58:32,Been on hold for over an hour,I've called twice and been on hold for over 40 minutes each time. This is taking far too long to resolve for a simple issue.,slow_support
TCKT02738,CUST003863,2026-05-24 03:04:15,Locked out of online banking,It says my credentials are invalid even though I just reset them. This has been happening for 12 days now and it's frustrating.,login_issue
TCKT02739,CUST003652,2026-05-24 21:36:51,No response to my ticket in a week,"I opened this ticket 9 days ago and still have no response. I just want an update, even if the answer is 'still working on it'.",slow_support
TCKT02740,CUST004467,2026-05-25 00:52:11,Still waiting on a reply from support,"I've called twice and been on hold for over 40 minutes each time. I just want an update, even if the answer is 'still working on it'. This is taking far too long to resolve for a simple issue. Please escalate this, I've already followed up twice.",slow_support
TCKT02741,CUST003660,2026-05-25 02:13:17,How do I update my address,Do you offer joint accounts for dining purposes? How do I update my mailing address on file? Where can I download a statement from last 11 days?,general_inquiry
TCKT02742,CUST002852,2026-05-25 06:34:21,Transaction failed but money was taken,I tried to pay Francis Group for $436.41 and the transaction was declined. My card was declined even though I have sufficient balance. Please refund the pending hold from the failed charge. The transaction error code didn't explain what actually went wrong.,failed_transaction
TCKT02743,CUST001657,2026-05-25 07:24:20,Monthly fee increased without notice,I want this fee reversed or a clear explanation of why it was charged. Nobody told me the monthly maintenance fee was going up. This overdraft fee seems unfair given my account history. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT02744,CUST002079,2026-05-25 07:31:19,Report possible fraud on my account,"My card must have been compromised, please freeze my account immediately. I did not authorize this transaction and want it reversed.",fraud_report
TCKT02745,CUST001783,2026-05-25 08:49:27,Been on hold for over an hour,"I just want an update, even if the answer is 'still working on it'. I've called twice and been on hold for over 40 minutes each time. This is taking far too long to resolve for a simple issue. Please escalate this, I've already followed up twice.",slow_support
TCKT02746,CUST003361,2026-05-25 09:09:54,App keeps logging me out,The mobile app crashes every time I try to sign in. I never receive the verification code by text or email. Can someone manually reset my login so I can access my account?,login_issue
TCKT02747,CUST002035,2026-05-25 09:26:36,Asking about interest rates,Where can I download a statement from last 11 days? Can you explain the difference between the Basic and Premium account tiers? What's the current interest rate on savings accounts?,general_inquiry
TCKT02748,CUST001241,2026-05-26 05:25:05,Password reset link not working,It says my credentials are invalid even though I just reset them. This has been happening for 2 days now and it's frustrating.,login_issue
TCKT02749,CUST002257,2026-05-26 05:33:22,"Account under review, need status update",My account has been frozen and nobody has explained why. This review process is taking way too long for a routine check. I rely on this account for daily expenses and need access restored. Please tell me what documents you still need from me.,account_access
TCKT02750,CUST004587,2026-05-26 08:14:37,App keeps logging me out,I never receive the verification code by text or email. Can someone manually reset my login so I can access my account? It says my credentials are invalid even though I just reset them.,login_issue
TCKT02751,CUST004306,2026-05-26 11:03:40,Great experience with your app,Thank you for being transparent about the recent fee changes. The new budgeting feature in the app is genuinely useful.,positive_feedback
